Customer ID,NumOrders,TotalAmount,AvgOrderValue,TotalQuantity,AvgQuantity,Recency,CustomerAge,NumItems,FirstHalfDays,SecondHalfDays,Churned,Cluster,Cluster_Name,ChurnProbability,ValueSegment,ChurnRiskCategory,RetentionPriority
12590.0,1,8951.26,135.62515151515152,3682,55.78787878787879,210,0,66,0.0,1,1,1,Inactive Customers,0.4978163224648676,High,Medium,4456.083334626871
12435.0,2,7120.450000000001,215.77121212121213,1527,46.27272727272727,79,188,33,1.0,1,0,0,Inactive Customers,0.43464882108889086,High,Medium,3094.895198122393
12357.0,1,6182.67,47.559,2707,20.823076923076922,32,0,130,0.0,1,0,0,Inactive Customers,0.4828000252644254,High,Medium,2984.9932322016048
12752.0,1,4366.78,82.3920754716981,2262,42.679245283018865,80,0,53,0.0,1,0,0,Inactive Customers,0.5938478583652351,High,Medium,2593.2029509521412
12409.0,3,10950.27,101.3913888888889,5407,50.06481481481482,78,103,108,1.0,1,0,0,Inactive Customers,0.21095585333886926,High,Low,2310.02355214102
17850.0,34,4783.46,16.551764705882352,1716,5.937716262975779,371,1,289,1.0,1,1,2,High-Value Active Customers,0.43496402335466916,High,Medium,2080.6330071561256
18139.0,6,5948.34,38.376387096774195,4957,31.980645161290322,17,0,155,1.0,1,0,0,Inactive Customers,0.34625853849691884,High,Medium,2059.6635148827622
12688.0,1,4565.91,27.34077844311377,3023,18.101796407185628,113,0,167,0.0,1,1,0,Inactive Customers,0.4436674916133807,High,Medium,2025.745836632451
12454.0,1,2500.84,208.40333333333334,508,42.333333333333336,55,0,12,0.0,1,0,0,Inactive Customers,0.8018198373933813,High,High,2005.2231221468637
14145.0,4,3742.2,340.2,756,68.72727272727273,46,170,11,58.0,110,0,0,Inactive Customers,0.518462425280044,High,Medium,1940.1900878829808
14439.0,1,2661.24,83.16375,526,16.4375,319,0,32,0.0,1,1,1,Inactive Customers,0.7238156816606109,High,High,1926.247244662484
14866.0,10,9371.48,118.62632911392404,3263,41.30379746835443,10,130,79,90.0,33,0,2,High-Value Active Customers,0.2013020868480351,High,Low,1886.498480854624
12378.0,1,3899.29,18.052268518518517,2238,10.36111111111111,129,0,216,0.0,1,1,0,Inactive Customers,0.45187282029496756,High,Medium,1761.983169447964
13952.0,2,3217.1710000000003,23.65566911764706,1429,10.507352941176471,217,20,136,1.0,1,1,1,Inactive Customers,0.5313628192771619,High,Medium,1709.4850526567263
15113.0,3,3525.81,35.97765306122449,2098,21.408163265306122,9,44,98,1.0,15,0,0,Inactive Customers,0.48110701856358834,High,Medium,1696.2919371216854
12536.0,1,4095.26,16.186798418972334,2790,11.027667984189723,58,0,253,0.0,1,0,0,Inactive Customers,0.39434815880610585,High,Medium,1614.958240832293
17509.0,8,6115.14,16.708032786885248,3534,9.655737704918034,57,5,366,1.0,5,0,0,Inactive Customers,0.2639327834404097,High,Low,1613.985921327787
16240.0,2,3428.8,25.58805970149254,1639,12.23134328358209,23,53,134,1.0,1,0,0,Inactive Customers,0.46829398594563226,High,Medium,1605.686419010384
17313.0,1,2328.84,97.03500000000001,1402,58.416666666666664,30,0,24,0.0,1,0,0,Inactive Customers,0.6737816734976285,High,Medium,1569.1297125082174
13093.0,8,7832.47,49.260817610062894,3961,24.91194968553459,275,97,159,36.0,55,1,1,Inactive Customers,0.19942504151867999,High,Low,1561.9906549438156
17084.0,2,2949.75,18.208333333333332,1816,11.209876543209877,34,0,162,1.0,1,0,0,Inactive Customers,0.52239821409195,High,Medium,1540.9441320177295
17230.0,8,3621.46,53.256764705882354,1650,24.264705882352942,263,95,68,5.0,90,1,1,Inactive Customers,0.4208738321027401,High,Medium,1524.1777480067892
13422.0,1,2594.4,20.590476190476192,1324,10.507936507936508,63,0,126,0.0,1,0,0,Inactive Customers,0.5802713392887,High,Medium,1505.4559626506034
12432.0,4,4089.52,38.947809523809525,1794,17.085714285714285,42,129,105,1.0,1,0,0,Inactive Customers,0.3668400449415899,High,Medium,1500.1997005895307
13631.0,11,3070.42,279.1290909090909,467,42.45454545454545,99,167,11,89.0,77,1,0,Inactive Customers,0.48820116842871003,High,Medium,1498.98263156688
15341.0,1,2020.52,118.85411764705883,812,47.76470588235294,80,0,17,0.0,1,0,0,Inactive Customers,0.7303215776386742,High,High,1475.629354050494
17203.0,6,3349.29,22.18072847682119,2706,17.920529801324502,35,24,151,7.0,1,0,0,Inactive Customers,0.43644556798199835,High,Medium,1461.7827763864273
17061.0,11,5216.28,53.227346938775504,1525,15.561224489795919,73,158,98,13.0,136,0,0,Inactive Customers,0.27916748339985825,High,Low,1456.2157603090125
15808.0,4,3734.9700000000003,17.95658653846154,1343,6.456730769230769,305,63,208,8.0,32,1,1,Inactive Customers,0.3854503129494444,High,Medium,1439.6453553567862
14364.0,8,3717.35,53.87463768115942,1967,28.507246376811594,108,102,69,23.0,61,1,0,Inactive Customers,0.37766255428020984,High,Medium,1403.903896153538
15032.0,3,3639.1,75.81458333333333,2168,45.166666666666664,255,110,48,1.0,110,1,1,Inactive Customers,0.38264385816647023,High,Medium,1392.4792642536017
16041.0,2,1487.0,495.6666666666667,180,60.0,140,0,3,1.0,1,1,0,Inactive Customers,0.925959273278849,High,High,1376.9014393656485
16281.0,1,1756.78,117.11866666666667,646,43.06666666666667,71,0,15,0.0,1,0,0,Inactive Customers,0.7424148736202626,High,High,1304.259601678605
14251.0,5,2879.7000000000003,36.91923076923077,1674,21.46153846153846,1,55,78,40.0,13,0,0,Inactive Customers,0.45278302612209265,High,Medium,1303.8792803237902
17597.0,1,1943.94,36.67811320754717,887,16.735849056603772,213,0,53,0.0,1,1,1,Inactive Customers,0.6666622720000093,High,Medium,1295.951457031698
17679.0,2,1952.16,67.31586206896552,728,25.103448275862068,52,32,29,1.0,1,0,0,Inactive Customers,0.6617503557469787,High,Medium,1291.842574475022
15786.0,3,4898.9,18.41691729323308,3362,12.639097744360901,45,68,266,1.0,1,0,0,Inactive Customers,0.2602335195838328,High,Low,1274.8579890892383
14459.0,1,1837.92,49.67351351351351,760,20.54054054054054,154,0,37,0.0,1,1,1,Inactive Customers,0.6908228585296048,High,Medium,1269.6771481487312
15782.0,3,2198.12,56.362051282051276,570,14.615384615384615,9,79,39,1.0,40,0,0,Inactive Customers,0.5731470697511908,High,Medium,1259.8460369614875
13763.0,1,1714.96,114.33066666666667,728,48.53333333333333,62,0,15,0.0,1,0,0,Inactive Customers,0.7337297219903531,High,High,1258.317124024576
13555.0,4,4149.28,30.50941176470588,2660,19.558823529411764,73,128,136,1.0,1,0,0,Inactive Customers,0.30093950807279707,High,Medium,1248.6822820562954
17183.0,6,3262.56,46.608,1291,18.442857142857143,7,97,70,64.0,24,0,0,Inactive Customers,0.38072317239151476,High,Medium,1242.1321933176605
12830.0,4,1961.12,196.112,776,77.6,90,80,10,14.0,42,1,0,Inactive Customers,0.6329181565462969,High,Medium,1241.2284551660737
16152.0,1,1727.34,66.43615384615384,636,24.46153846153846,268,0,26,0.0,1,1,1,Inactive Customers,0.7136131188242235,High,High,1232.6524846698342
14306.0,2,1885.64,60.82709677419355,747,24.096774193548388,50,34,31,1.0,1,0,0,Inactive Customers,0.6529332560468891,High,Medium,1231.1970649322561
15473.0,7,1771.2,161.01818181818183,672,61.09090909090909,13,46,11,2.0,44,0,0,Inactive Customers,0.688790136142458,High,Medium,1219.9850891355215
17173.0,8,3766.6,43.79767441860465,1122,13.046511627906977,4,125,86,72.0,38,0,0,Inactive Customers,0.31876890478203135,High,Medium,1200.6749567519992
17444.0,2,2328.62,17.50842105263158,1830,13.759398496240602,151,21,133,1.0,1,1,1,Inactive Customers,0.5146465628365724,High,Medium,1198.416279152499
12764.0,1,1693.88,37.64177777777778,386,8.577777777777778,316,0,45,0.0,1,1,1,Inactive Customers,0.7027809084869342,High,High,1190.426525267848
14935.0,1,1520.1599999999999,168.90666666666664,528,58.666666666666664,296,0,9,0.0,1,1,1,Inactive Customers,0.7759728764076484,High,High,1179.6029277998507
15947.0,1,1708.24,58.9048275862069,898,30.96551724137931,82,0,29,0.0,1,0,0,Inactive Customers,0.6903524396301259,High,Medium,1179.2876514737663
16902.0,1,1706.88,38.79272727272728,629,14.295454545454545,115,0,44,0.0,1,1,0,Inactive Customers,0.6896344557747794,High,Medium,1177.1232598728557
12906.0,5,2784.13,44.90532258064516,1621,26.14516129032258,11,66,62,66.0,1,0,0,Inactive Customers,0.42164984094494434,High,Medium,1173.927971670048
15505.0,5,3610.96,37.22639175257732,2390,24.63917525773196,52,102,97,29.0,60,0,0,Inactive Customers,0.32121755673141456,High,Medium,1159.9037486548687
13802.0,3,4057.42,69.95551724137931,2172,37.44827586206897,138,172,58,1.0,116,1,0,Inactive Customers,0.28421964040298214,High,Low,1153.1984533638679
15332.0,4,1661.06,47.45885714285714,652,18.62857142857143,365,3,35,1.0,3,1,1,Inactive Customers,0.6938891536177566,High,Medium,1152.5915175083107
12840.0,4,2726.77,24.13070796460177,1511,13.371681415929203,143,82,113,12.0,38,1,0,Inactive Customers,0.41947195896864564,High,Medium,1143.8035535569338
12424.0,2,1608.32,55.459310344827585,596,20.551724137931036,162,0,29,0.0,1,1,1,Inactive Customers,0.7098635297298329,High,High,1141.687712135085
17152.0,3,1689.5,120.67857142857143,517,36.92857142857143,194,68,14,1.0,1,1,1,Inactive Customers,0.6674577456007389,High,Medium,1127.6698611924483
14125.0,3,2681.53,16.35079268292683,1637,9.981707317073171,10,67,164,1.0,18,0,0,Inactive Customers,0.42021065563612137,High,Medium,1126.8074794079287
16984.0,2,4396.6,10.90967741935484,2418,6.0,87,41,403,1.0,1,0,0,Inactive Customers,0.25329749999848605,High,Low,1113.6477884933438
12950.0,3,1699.0,77.22727272727273,1180,53.63636363636363,1,21,22,1.0,5,0,0,Inactive Customers,0.6478687088206242,High,Medium,1100.7289362862405
12406.0,2,3415.3,32.52666666666667,1818,17.314285714285713,21,161,105,1.0,1,0,0,Inactive Customers,0.32083598028689747,High,Medium,1095.751123473841
17728.0,3,2808.21,17.442298136645963,1465,9.099378881987578,3,82,161,1.0,62,0,0,Inactive Customers,0.3886224092310616,High,Medium,1091.3333358267596
15814.0,4,1909.38,26.89267605633803,1270,17.887323943661972,16,33,71,1.0,19,0,0,Inactive Customers,0.5715126296888096,High,Medium,1091.2347848752192
12882.0,2,1463.04,112.54153846153847,246,18.923076923076923,8,24,13,1.0,1,0,0,Inactive Customers,0.745833659442726,High,High,1091.1844771110857
12501.0,1,2008.44,13.662857142857144,1774,12.068027210884354,336,0,147,0.0,1,1,1,Inactive Customers,0.5426680758232382,High,Medium,1089.9162702064245
14216.0,4,1799.3,31.566666666666666,592,10.385964912280702,2,34,57,21.0,4,0,0,Inactive Customers,0.6023233195101506,High,Medium,1083.760348794614
15171.0,1,1289.5,257.9,290,58.0,330,0,5,0.0,1,1,1,Inactive Customers,0.8378407874176884,High,High,1080.3956953751092
17317.0,2,1443.6,206.22857142857143,492,70.28571428571429,45,43,7,1.0,1,0,0,Inactive Customers,0.7460959611821509,High,High,1077.064129562553
15484.0,4,3478.15,18.6997311827957,2672,14.365591397849462,0,77,186,21.0,16,0,0,Inactive Customers,0.3081598386697713,High,Medium,1071.8261428692651
12912.0,5,1662.3,69.2625,670,27.916666666666668,2,37,24,16.0,11,0,0,Inactive Customers,0.640598485143693,High,Medium,1064.8668618543609
